unitid,year,scugffn,npgrn2,agrnt_a,loan_a,agrnt_p
173911,2018,395,,4715,4708,71
173920,2018,2252,,5366,8396,61
173957,2018,0,,,,
173984,2018,31,17989,5406,9149,74
173993,2018,183,,5363,5588,72
174020,2018,85,,6227,4833,85
174066,2018,6183,,9521,7797,62
174075,2018,185,,9990,6616,94
174118,2018,87,13724,6482,9137,83
174127,2018,133,28074,21246,6750,100
174136,2018,536,,4906,5201,74
174154,2018,34,18683,8132,8888,85
174190,2018,59,14701,5246,6323,76
174233,2018,2258,,6833,8970,76
174251,2018,352,,12065,6102,96
174321,2018,39,10169,5918,7530,67
174358,2018,832,,4802,9141,78
174376,2018,436,,4113,5213,73
174385,2018,2,15576,4638,5536,100
174428,2018,903,,4645,5315,56
174437,2018,200,21598,13183,7524,100
174473,2018,331,,4544,5542,57
174491,2018,392,24286,18708,9096,100
174507,2018,7,20465,2831,11050,86
174525,2018,26,18221,11561,7741,100
174570,2018,74,,4125,5819,61
174604,2018,58,,4902,4869,71
174738,2018,687,,4596,4828,58
174747,2018,519,27961,29397,10885,100
174756,2018,590,,4501,5328,64
174783,2018,1457,,5553,7910,73
174792,2018,465,27500,28826,9449,100
174817,2018,300,21370,23830,8444,100
174844,2018,786,26894,31436,6488,97
174862,2018,129,24220,14862,8003,96
174899,2018,482,24007,24464,11395,100
174914,2018,1498,30183,23120,10080,96
174978,2018,36,15030,4823,7927,81
175005,2018,390,20157,28275,7413,100
175014,2018,173,16788,6012,8521,77
175041,2018,687,,5118,4846,81
175078,2018,329,,5850,6985,87
175120,2018,461,9493,5839,,100
175157,2018,207,,4242,6451,70
175227,2018,196,21797,6979,11743,63
175236,2018,540,,4680,5145,61
175263,2018,179,,4500,7284,55
175272,2018,1595,,5024,9337,66
175315,2018,747,,4483,5778,59
175342,2018,732,,13786,6739,86
175421,2018,221,18734,15722,6585,100
175430,2018,126,12499,9344,5396,98
175494,2018,29,15756,3037,,100
175519,2018,423,,6821,,99
175528,2018,61,21274,5428,8551,95
175573,2018,744,,5159,3476,90
175607,2018,8,13168,5588,7654,100
175616,2018,318,,6546,6021,94
175643,2018,815,,5198,3248,92
175652,2018,698,,5774,4257,94
175698,2018,38,12364,5114,6985,76
175722,2018,3,18005,4270,7750,33
175786,2018,2265,,5471,3946,88
175810,2018,1070,,4950,2444,88
175829,2018,1359,,4976,3627,94
175856,2018,925,,9599,6782,65
175883,2018,1089,,5110,3982,80
175935,2018,674,,4918,2358,89
175980,2018,229,24125,30618,6914,100
176008,2018,534,,5579,,99
176017,2018,3646,,11209,8672,78
176035,2018,217,,10500,5882,99
176044,2018,402,,8305,5764,97
176053,2018,564,17520,14661,5959,100
176062,2018,29,8005,5610,8554,72
176071,2018,1769,,5525,4487,90
176080,2018,3435,,10265,7297,96
176169,2018,1069,,4068,4079,99
176178,2018,1920,,5268,3282,82
176239,2018,824,,5117,5074,76
176318,2018,228,10335,6155,5388,95
176336,2018,8,6396,3819,,100
176354,2018,571,,5621,,95
176372,2018,1895,,8467,6738,87
176390,2018,22,7969,5459,5393,68
176406,2018,197,11796,10595,8586,90
176479,2018,171,17100,10562,4968,98
176628,2018,183,18607,19433,6973,100
176664,2018,34,21241,3768,4556,100
176716,2018,42,16188,4223,7019,60
176770,2018,1,18450,8720,9500,100
176789,2018,37,6768,11559,3483,76
176798,2018,18,,4970,9115,78
176910,2018,44,11272,12634,7470,100
176947,2018,275,20525,17255,7225,100
176965,2018,1665,,6039,6365,84
176983,2018,24,,4766,6000,100
177038,2018,1,31712,3870,10432,100
177056,2018,17,,6450,5574,94
177065,2018,335,22306,12040,6362,85
177083,2018,14,31014,5821,6797,86
177117,2018,86,18767,12284,5587,97
177135,2018,860,,4915,4335,86
177144,2018,305,20327,18210,9200,100
177214,2018,349,19150,19293,7339,100
177250,2018,494,,4136,4831,91
177287,2018,21,11406,5154,8873,81
177302,2018,278,13510,2298,4822,82
177339,2018,400,21452,14513,6929,93
177418,2018,139,21861,16911,6384,99
177436,2018,2,,4385,9500,100
177472,2018,2119,,4428,1548,90
177542,2018,167,21886,13204,6307,95
177551,2018,260,,8032,8597,97
177588,2018,14,9473,5555,7124,79
177603,2018,13,12201,5314,7516,62
177676,2018,779,,4300,4530,85
177685,2018,47,12621,5098,8758,70
177719,2018,0,,,,
177746,2018,171,31399,21821,8785,100
177816,2018,8,34320,3570,,13
177870,2018,11,,5023,,36
177931,2018,14,,9660,9627,71
177940,2018,466,,8867,6389,90
177968,2018,939,18654,11529,6626,99
177977,2018,510,,7765,5388,88
177986,2018,7,11625,5743,9445,57
177995,2018,2462,,4447,4430,81
178004,2018,1,26769,4000,5500,100
178059,2018,604,26540,18600,7119,100
178077,2018,19,16797,5403,7256,79
178110,2018,8,10591,4844,6562,63
178183,2018,55,18421,4422,8302,71
178208,2018,23,9905,8539,7613,78
178217,2018,593,,5433,4474,92
178244,2018,277,20863,17930,6451,100
178341,2018,961,,5790,4872,90
178369,2018,391,18820,14871,5447,100
178387,2018,908,,7540,5872,95
178396,2018,4096,,10108,7779,73
178402,2018,1218,,7104,6713,85
178411,2018,1414,,9173,6992,91
178420,2018,469,,12235,5616,91
178448,2018,870,,5004,3037,83
178466,2018,25,,6750,6093,84
178527,2018,23,7547,4859,6100,91
178615,2018,1322,,8950,6192,99
178624,2018,1162,,7964,6076,97
178679,2018,106,15637,6709,4587,92
178697,2018,375,13077,16414,,100
178721,2018,238,15359,6185,5858,86
178767,2018,5,15603,4353,5443,60
178828,2018,21,,5413,5834,76
178891,2018,383,15291,6906,5529,69
178989,2018,0,,,,
179043,2018,430,22876,27358,7066,100
179052,2018,31,,7476,3685,58
179159,2018,1632,31460,25103,7533,96
179195,2018,11,4279,5599,,91
179229,2018,10,6744,6724,7083,70
179238,2018,15,,5912,6358,60
179256,2018,3,18250,1985,7500,67
179265,2018,106,30525,14449,9174,100
179308,2018,2384,,4357,3003,74
179326,2018,453,17765,16253,7207,95
179344,2018,356,,5272,4930,94
179450,2018,0,,,,
179511,2018,183,22521,3838,6179,78
179539,2018,879,,5163,4373,88
179548,2018,130,23418,21579,7477,100
179557,2018,1690,,7330,6222,90
179566,2018,3182,,5399,6840,74
179645,2018,639,,6706,5169,89
179715,2018,329,,5851,3912,95
179867,2018,1771,27931,44044,5835,44
179894,2018,512,22727,19633,6646,98
179946,2018,174,22091,17911,6476,99
179955,2018,198,21594,26304,8163,100
179964,2018,200,20934,16883,7701,99
179991,2018,31,9910,4823,4371,48
180054,2018,55,8875,4653,,84
180063,2018,27,9688,5014,5382,78
180081,2018,143,,4082,4654,64
180090,2018,111,7850,4376,5094,58
180106,2018,294,26586,21919,7547,99
180151,2018,96,,5750,4871,80
180160,2018,15,,5844,,53
180179,2018,541,,5238,5438,74
180197,2018,292,,4739,5277,63
180203,2018,35,,6661,,66
180212,2018,45,,4299,,96
180249,2018,123,,4660,4860,67
180258,2018,92,19435,17207,8919,100
180276,2018,156,,4350,5542,64
180328,2018,58,,3514,,84
180373,2018,133,,5804,5318,64
180416,2018,236,,5820,5352,82
180461,2018,2787,,6276,6859,79
180489,2018,1556,,6057,6104,72
180522,2018,217,,4687,5495,69
180595,2018,247,18330,20441,7959,99
180647,2018,150,8208,4842,3574,76
180692,2018,275,,7696,6968,79
180771,2018,8,14089,4218,7638,63
180814,2018,35,9635,8489,5125,83
180832,2018,40,23626,5659,12946,65
180878,2018,48,22464,4446,10542,60
180902,2018,561,,3602,4094,71
180948,2018,394,,6108,5181,84
180957,2018,25,15287,5567,8953,92
180984,2018,348,20681,21746,6900,100
181002,2018,1117,31317,21753,9247,100
181020,2018,299,24846,21864,7225,100
181127,2018,306,21351,21224,7311,100
181145,2018,0,,,,
181190,2018,57,11176,7329,9031,98
181215,2018,897,,6589,5959,80
181242,2018,0,,,,
181297,2018,39,24802,5981,7649,100
181303,2018,665,,4222,3325,61
181312,2018,321,,4492,4008,89
181330,2018,326,23601,19737,7734,100
181376,2018,46,18390,10580,9301,100
181394,2018,2019,,6832,5372,65
181400,2018,1,,8093,9500,100
181419,2018,18,,6447,,78
181428,2018,0,,,,
181446,2018,406,24519,20873,7473,100
181464,2018,4883,,8718,6391,75
181491,2018,885,,4496,4800,69
181534,2018,228,,5095,5739,96
181543,2018,2,8923,4210,,100
181604,2018,101,15064,15095,5829,97
181640,2018,972,,3417,5060,71
181738,2018,157,22725,12059,5143,99
181765,2018,103,,4089,4979,53
181783,2018,605,,5039,5750,90
181817,2018,273,,6175,4365,88
181853,2018,135,15099,13108,5879,97
181880,2018,248,13800,4615,7065,68
181941,2018,358,16188,4411,5706,74
182005,2018,2467,,4146,3484,73
182111,2018,68,19348,6695,7389,75
182148,2018,23,17899,6790,7949,83
182281,2018,4049,,5531,5324,88
182290,2018,3591,,6548,5928,78
182306,2018,229,,4140,6226,73
182458,2018,71,30352,17752,5381,100
182500,2018,754,,4572,4803,72
182564,2018,344,,4568,3963,72
182634,2018,271,26471,30932,8965,96
182652,2018,34,13761,4235,5433,53
182670,2018,1215,23394,48433,6195,45
182704,2018,16,9173,5476,6153,75
182722,2018,28,9544,5599,5831,100
182795,2018,462,29237,22340,14300,100
182892,2018,48,12813,4045,6417,75
182917,2018,15,12442,22514,5741,100
182953,2018,85,15292,3713,6337,66
182980,2018,478,27800,24489,9010,94
182999,2018,24,24276,5286,6578,79
183026,2018,2300,39071,10121,7511,68
183035,2018,16,17023,4037,6159,63
183044,2018,3019,,12436,10152,83
183062,2018,928,,9135,9388,95
183071,2018,60,,7966,7469,88
183080,2018,1109,,7346,9135,97
183099,2018,674,,4876,6207,40
183105,2018,113,,4875,5869,59
183114,2018,42,,5880,5478,48
183123,2018,172,,4633,5613,56
183132,2018,249,,4538,5347,41
183141,2018,221,,4264,4763,34
183150,2018,226,,4790,4936,40
183202,2018,16,15498,4540,7812,81
183211,2018,266,24900,19539,9118,100
183239,2018,546,32255,24122,8934,99
183248,2018,0,,,,
183257,2018,43,,4305,3828,70
183275,2018,13,16909,15991,5900,100
183488,2018,100,27172,5901,6896,96
183600,2018,9,,,,0
183655,2018,876,,5665,4818,71
183725,2018,281,16943,5532,8110,88
183743,2018,2312,,5949,5323,47
183789,2018,490,15952,17366,4903,98
183804,2018,0,,,,
183822,2018,410,21989,21948,5863,100
183859,2018,1908,,5710,5045,44
183877,2018,1570,,5023,4036,48
183910,2018,361,19096,27426,6530,99
183938,2018,1488,,5182,4571,57
183974,2018,210,22257,24473,7523,100
183983,2018,114,,3074,3331,64
184047,2018,52,19480,4530,5763,58
184056,2018,384,22746,4262,6765,78
184092,2018,328,14524,3711,8509,93
184180,2018,1114,,5297,4455,37
184205,2018,662,,5727,5033,78
184278,2018,62,37317,4842,25526,61
184348,2018,371,28993,36801,5653,98
184427,2018,213,18885,4931,8639,61
184481,2018,1249,,5807,4942,75
184506,2018,42,17057,4879,8500,90
184603,2018,664,13974,35323,7244,99
184612,2018,308,17917,29078,5986,100
184694,2018,807,22882,33361,8676,100
184746,2018,181,12616,5337,9859,100
184773,2018,216,22757,24957,7213,100
184782,2018,2458,,9523,6586,61
184791,2018,1757,,5336,6437,43
184816,2018,51,15964,4825,8394,92
184870,2018,407,19388,4027,6415,76
184959,2018,22,19239,5686,6175,100
184968,2018,4,35988,4895,12885,50
184995,2018,1723,,5487,4384,77
185129,2018,950,,10715,7814,90
185174,2018,48,24057,4665,9832,40
185262,2018,1760,,7510,9865,72
185332,2018,519,20518,4088,6198,71
185396,2018,1009,18897,4617,8080,73
185466,2018,444,17456,3415,7491,58
185509,2018,967,,4961,4782,37
185536,2018,1967,,5681,4492,49
185572,2018,1083,30320,22388,8744,99
185590,2018,3004,,10191,7564,58
185651,2018,0,,,,
185679,2018,3,24984,2870,7449,33
185721,2018,110,18232,7861,8558,79
185767,2018,39,20189,4958,7623,79
185828,2018,1082,,14602,8273,83
185873,2018,1654,,5037,4840,45
185970,2018,28,14676,6988,6689,57
186016,2018,87,29642,5075,6958,82
186034,2018,611,,5260,4626,74
186052,2018,401,21503,4837,8757,68
186131,2018,1305,16192,50758,4163,60
186186,2018,61,14673,8655,,100
186201,2018,918,,12020,8182,56
186274,2018,5,32453,5790,8254,100
186283,2018,1008,29284,28265,10532,98
186371,2018,757,,14078,6389,85
186380,2018,6266,,14107,8635,49
186399,2018,1319,,13883,7172,74
186405,2018,0,,,,
186423,2018,0,,,,
186432,2018,651,13246,33208,6239,100
186469,2018,171,,5501,5452,60
186584,2018,1458,29974,25114,10936,98
186593,2018,32,18790,4591,7997,81
186618,2018,164,19775,30583,6540,95
186645,2018,1287,,5109,4627,45
186867,2018,762,39862,26822,6819,99
186876,2018,1564,,10190,8285,71
186900,2018,10,6859,13441,,100
187000,2018,108,11786,3683,6929,56
187046,2018,0,,,,
187134,2018,1541,,10335,9692,51
187198,2018,1348,,5704,4826,64
187444,2018,1311,,8837,6352,83
187505,2018,770,16571,4378,7237,81
187532,2018,2039,,4543,2739,77
187596,2018,297,,5723,,83
187620,2018,1084,,4749,1180,95
187639,2018,291,,4994,4183,82
187648,2018,623,,6207,5223,96
187666,2018,356,,5270,4235,87
187745,2018,51,,5525,,98
187897,2018,254,,7512,5158,94
187903,2018,312,,3046,2713,64
187912,2018,217,,7978,1709,97
187958,2018,227,,6609,4759,93
187967,2018,238,,6673,5099,95
187976,2018,70,,3107,5446,84
187985,2018,3170,,6440,5921,96
187994,2018,127,,4285,2969,97
188003,2018,155,,3418,1930,95
188021,2018,40,,5756,2062,95
188030,2018,2033,,12028,1734,99
188049,2018,229,,5398,5023,97
188058,2018,135,,6219,2512,94
188100,2018,515,,4649,4296,88
188137,2018,359,,4634,4145,79
188182,2018,104,15944,9681,6150,98
188216,2018,110,,4066,,69
188225,2018,69,,4862,4985,81
188261,2018,68,,5554,2225,76
188289,2018,25,11364,3605,3788,88
188304,2018,278,,8201,6552,94
188340,2018,244,38702,6894,3006,87
188429,2018,1121,28406,20705,8728,90
188438,2018,869,,5582,4781,49
188517,2018,41,12274,10200,6449,85
188526,2018,185,29802,17481,11346,100
188641,2018,418,20892,22431,8330,100
188650,2018,463,23587,4962,7358,97
188669,2018,27,28635,5311,6568,56
188678,2018,112,44437,9066,20522,80
188687,2018,12,17431,6897,4300,58
188696,2018,73,31037,4628,5960,95
188854,2018,563,43399,11036,9993,100
188890,2018,1377,15796,6733,7630,65
188915,2018,10,18998,3818,6979,80
188942,2018,53,13127,4825,,83
189088,2018,470,26475,44163,6628,70
189097,2018,595,26681,44419,4594,42
189219,2018,390,15494,2494,3652,75
189228,2018,397,20513,14479,6185,95
189255,2018,75,,,,0
189264,2018,1,5700,8600,,100
189273,2018,20,4814,10136,,55
189282,2018,1,,,,0
189404,2018,42,21265,5568,6891,83
189413,2018,130,17082,4673,2083,100
189468,2018,108,20156,4746,5921,63
189477,2018,195,7782,2970,2371,68
189547,2018,1671,,6477,4937,79
189556,2018,15,11930,9701,6082,93
189565,2018,19,10593,10862,4590,100
189574,2018,89,10010,13456,4004,99
189583,2018,53,12908,10010,5811,92
189592,2018,12,12107,9341,7274,92
189705,2018,553,20542,27310,8496,99
189714,2018,71,15562,4595,6743,61
189811,2018,13,43425,8076,5780,92
189839,2018,517,,7063,4538,85
189848,2018,166,17588,31551,7640,100
189857,2018,36,14140,7094,,83
189954,2018,23,13228,4577,6676,100
189990,2018,34,15299,3428,4688,35
190008,2018,8,,,5500,0
190044,2018,677,31376,34405,10331,100
190053,2018,266,,6071,4746,85
190071,2018,0,,,,
190099,2018,771,23058,46802,6640,41
190114,2018,96,20256,11453,7272,85
190150,2018,1434,21220,53284,9845,52
190169,2018,228,,5713,3973,70
190239,2018,72,15680,4784,8659,82
190248,2018,151,17593,23166,6819,85
190318,2018,54,22381,4849,7971,80
190372,2018,189,28579,34356,4906,98
190415,2018,3349,28890,41405,7448,49
190442,2018,696,,5758,4965,76
190451,2018,20,18880,2340,5589,60
190503,2018,395,31922,14760,12291,91
190512,2018,1599,,9766,6146,75
190521,2018,5469,,6755,4144,86
190530,2018,1917,,7152,3990,87
190549,2018,1642,,9700,6551,83
190558,2018,2584,,8031,5366,78
190567,2018,1683,,9739,7164,84
190576,2018,0,,,,
190585,2018,1040,,6854,4619,90
190594,2018,2330,,9483,7176,84
190600,2018,1831,,9203,7419,81
190619,2018,1848,,6978,3992,85
190628,2018,2576,,6167,4331,83
190637,2018,919,,10864,4487,88
190646,2018,1144,,8453,3314,89
190655,2018,3107,,8334,4484,83
190664,2018,1639,,9421,6337,75
190673,2018,2880,,6417,4674,78
190691,2018,1087,,9068,4204,87
190707,2018,7,11226,1897,6794,57
190716,2018,276,21240,16663,8611,81
190725,2018,387,17672,21408,8213,100
190752,2018,15,15446,6804,,87
190761,2018,229,20210,21456,7787,100
190840,2018,1554,,5978,4672,64
190956,2018,0,,,,
190974,2018,8,50167,4189,4701,100
190983,2018,204,24378,29853,5931,100
191083,2018,2065,,6618,3607,75
191126,2018,1248,,6555,7872,46
191199,2018,1070,,5746,5260,76
191205,2018,152,20562,10363,3769,93
191241,2018,2269,39011,29468,8396,88
191287,2018,236,44871,5732,15037,40
191302,2018,527,,6023,5046,76
191311,2018,124,25839,11360,13114,16
191339,2018,825,,6349,4428,83
191515,2018,480,27809,39861,4950,62
191533,2018,351,23873,33400,9351,100
191597,2018,0,,,,
191612,2018,599,,6174,5095,81
191621,2018,167,15274,13504,7211,99
191630,2018,634,38311,31464,7953,96
191649,2018,1637,32443,25727,10705,97
191676,2018,266,24938,17774,8402,99
191719,2018,2077,,5272,4245,71
191728,2018,1077,11633,6933,9213,74
191931,2018,860,28131,22956,8952,100
191940,2018,0,,,,
191959,2018,38,19866,8345,9576,87
191968,2018,1622,34827,26485,5956,95
191986,2018,752,,6708,4636,87
192004,2018,114,6703,12139,4826,99
192022,2018,740,,6359,5410,78
192040,2018,38,53557,20947,7500,66
192110,2018,110,32130,32126,9275,89
192165,2018,49,3069,11056,,100
192192,2018,367,25730,21708,9163,99
192271,2018,255,37420,8845,7233,93
192323,2018,544,23681,24051,9363,100
192448,2018,1376,24266,24498,7216,95
192484,2018,8,28750,5191,7468,100
192509,2018,220,14698,4632,2800,100
192624,2018,42,10818,10893,,98
192688,2018,80,16078,7471,7666,99
192703,2018,764,34143,21651,7610,100
192712,2018,115,43393,23658,3011,71
192749,2018,416,24541,26108,7759,99
192785,2018,18,17118,1518,3702,56
192800,2018,0,,,,
192819,2018,1285,37421,16702,9569,90
192864,2018,516,37989,15975,8121,93
192925,2018,348,11929,23540,6158,99
192961,2018,0,,,,
192970,2018,0,,,,
193016,2018,866,13972,14675,6519,96
193052,2018,9,7337,11584,,78
193061,2018,4,6719,9906,,100
193070,2018,12,10283,5967,,75
193122,2018,32,,5978,9723,53
193186,2018,15,22243,5005,6287,80
193201,2018,88,19330,6029,7890,93
193247,2018,48,10945,5135,,85
193265,2018,61,16428,6555,6441,61
193283,2018,1254,,6794,4983,81
193292,2018,510,29189,15074,7544,95
193308,2018,994,11261,12462,5308,94
193326,2018,2468,,6700,4352,80
193353,2018,399,24770,19402,8031,100
193380,2018,15,18953,2123,7083,100
193399,2018,447,18810,27601,6077,100
193478,2018,3315,,6984,4669,68
193584,2018,550,29881,18652,9697,98
193609,2018,50,23530,8226,15758,26
193645,2018,269,27821,23304,8126,93
193654,2018,1551,48447,19016,10195,86
193672,2018,10,8024,3621,7211,100
193858,2018,583,15386,5434,9092,88
193900,2018,6004,39935,29832,7683,45
193946,2018,1029,,5499,4580,78
193973,2018,590,19106,24974,8455,99
193991,2018,20,15005,4802,7781,70
194028,2018,268,,6398,5197,69
194091,2018,857,22187,25949,6383,99
194116,2018,13,34545,8345,6313,69
194161,2018,189,20217,18774,5829,100
194189,2018,4,18450,2400,,75
194222,2018,1810,,6832,4479,77
194240,2018,1131,,6140,4281,73
194259,2018,10,,5122,8150,100
194310,2018,1999,31923,29580,8550,97
194392,2018,195,26343,18208,9006,97
194435,2018,26,18980,5469,7408,65
194499,2018,331,13201,7257,6174,86
194569,2018,18,16874,9567,5292,100
194578,2018,834,44920,20352,8232,71
194657,2018,27,7646,11804,,100
194666,2018,70,4385,10263,,87
194693,2018,12,16050,6600,,42
194736,2018,41,11060,6640,,100
194763,2018,99,9002,10098,,82
194824,2018,1663,39308,30824,10358,82
194958,2018,219,23673,19790,8554,95
195003,2018,2755,31798,22552,8753,95
195030,2018,1550,35452,34656,7891,87
195058,2018,1236,,5302,4787,55
195067,2018,207,15415,4947,8282,95
195128,2018,201,21340,22574,7895,100
195164,2018,439,21613,25536,7034,100
195173,2018,436,14819,16615,5314,95
195191,2018,0,,,,
195216,2018,695,33580,34706,7244,100
195234,2018,577,21892,24121,7824,99
195243,2018,246,20266,24126,7601,97
195289,2018,3,18667,1682,2750,33
195304,2018,393,40022,30196,6889,85
195322,2018,670,,6091,4487,81
195438,2018,3,5570,11890,,67
195474,2018,776,28355,25500,8585,99
195526,2018,661,24087,45363,5098,44
195544,2018,170,16973,16312,6171,96
195562,2018,386,19072,13980,6354,98
195702,2018,2,19878,5722,3464,100
195720,2018,626,27794,18839,9861,100
195784,2018,32,22720,8030,8453,88
195809,2018,2952,25816,27122,7553,100
195933,2018,354,20392,3748,4771,73
195988,2018,318,,6753,4936,86
196006,2018,1116,,8212,7372,84
196015,2018,691,,9092,6767,88
196024,2018,958,,8854,6425,83
196033,2018,704,,8420,6686,85
196042,2018,1267,,8057,5584,58
196051,2018,884,,8297,6634,89
196060,2018,2811,,9743,7172,68
196079,2018,2672,,9338,7066,54
196088,2018,4170,,8774,7597,69
196097,2018,3160,,10162,6384,71
196103,2018,326,,7322,7345,89
196112,2018,463,,8264,6399,93
196121,2018,1257,,7946,7926,76
196130,2018,1801,,9069,6507,84
196149,2018,1288,,8218,7423,63
196158,2018,1122,,8211,7507,90
196167,2018,1333,,7269,6764,58
