Religious affiliation,Offers Master's degree,Total price for in-state students living on campus 2013-14,Total price for out-of-state students living on campus 2013-14,State abbreviation,Sector of institution,Degree of urbanization (Urban-centric locale),Carnegie Classification 2010: Basic,Total enrollment,Undergraduate enrollment,Percent of total enrollment that are White,Percent of total enrollment that are Nonresident Alien,Percent of total enrollment that are women,"Graduation rate - Bachelor degree within 6 years, total",Percent of freshmen receiving any financial aid,Percent of freshmen receiving student loan aid,Offers Non-Degree,Offers Doctor's degree,Bachelor's degrees awarded Ratio,Master's degrees awarded Ratio,Non-degree awarded Ratio,Doctor's degree awarded Ratio,Average Tuition and Fees,Full-time Enrollment Ratio,Percent of total enrollment that are Minor
Not applicable,TRUE,0.1599541257911028,-0.17560199234262192,Ohio,"Private not-for-profit, 4-year or above",Town: Distant,Master's Colleges and Universities (larger programs),-0.22582286130888818,-0.24528347182652208,-1.3458381911876425,-0.4185383247307256,0.09351281858403755,-0.513095736653559,0.3601527693289022,1.0917819471441454,TRUE,FALSE,-1.02582547272194,1.2517513886094853,0.2331877469800574,-0.4566037509512404,-0.0032781636654914256,-1.7407945872714656,1.4493869649188897
Not applicable,TRUE,-0.7907184194653316,-0.48609860536464666,Ohio,"Public, 4-year or above",City: Large,Research Universities (high research activity),1.447598981281202,1.4621267796237911,0.31566080511964395,0.41749192441888283,-0.6705958304282816,-0.35569685251434385,0.6012481415501227,0.2145279875492639,TRUE,TRUE,-0.34609230348354597,0.15015731284607506,-0.2667555290418837,1.5304251602147427,-0.9096198397579623,0.032514851989227,-0.4713235409800413
Not applicable,TRUE,-0.6364838629798227,-1.1652192416201994,Ohio,"Private not-for-profit, 4-year or above",City: Large,Doctoral/Research Universities,-0.5749425997021845,-0.592994833874237,-0.7620682735661635,-0.7529504243905689,0.09351281858403755,-1.1426912732104195,-0.3872428845568797,1.1559796795315473,TRUE,TRUE,0.5376988247647629,-0.39907103067201316,-0.506786263499543,0.49440991732307904,-0.6878743174439605,-0.8389502341180158,0.9920749397048586
Not applicable,TRUE,-0.20849680004987708,-0.633422182822514,Ohio,"Private not-for-profit, 4-year or above",Rural: Fringe,Baccalaureate Colleges--Diverse Fields,-0.5656157821616229,-0.545723729164619,-1.0315005432376154,-0.2513322749008039,-0.07628910341870006,-1.1951575679234911,-0.8726648040909442,0.6533180532611126,TRUE,FALSE,0.5418590797321718,-0.42397502839443574,-0.11874775074152538,-0.4566037509512404,0.15605788214690938,-1.8505775311386068,1.0835373447476648
Roman Catholic,TRUE,0.30310826027321863,0.0022747573683350774,Ohio,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (smaller programs),-0.6070565282793458,-0.6530828853418563,0.2707554268410687,-0.5857443745606473,2.7254426096264703,-0.14583167366205702,0.4356472798224156,1.7332188860654136,TRUE,TRUE,-0.7961316276897576,1.368875837099172,-0.25079525446876233,-0.3827335396273617,0.49531159432874877,-1.7841341928884455,-0.10547392080881632
Roman Catholic,TRUE,0.3834835821563604,0.10214543917062226,Ohio,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (medium programs),-0.4368421081640956,-0.4353326070876393,0.6299984530696712,-0.4185383247307256,0.43311666258951276,0.11649979990330152,0.5126824946117152,1.412770609081157,TRUE,TRUE,0.23271515241166543,0.01964685586192362,-0.469967342861491,0.3083728980937075,0.39551217381519577,-0.3389412617591761,-0.5170547435014444
African Methodist Episcopal,TRUE,-0.5770245665427529,-1.0913378519656969,Ohio,"Private not-for-profit, 4-year or above",Rural: Fringe,Baccalaureate Colleges--Diverse Fields,-0.7001127305590404,-0.7002161734196679,-2.558283404709176,-0.5857443745606473,0.34821570158814397,0.746095336460162,0.4356472798224156,1.7332188860654136,FALSE,FALSE,1.1578611512298513,-0.8582301939823616,-0.506786263499543,-0.4566037509512404,-0.5344126091655476,1.1321319382486454,2.729860635518177
Friends,TRUE,0.4347362969709451,0.16582970758565624,Ohio,"Private not-for-profit, 4-year or above",Rural: Fringe,Baccalaureate Colleges--Diverse Fields,-0.6265580558641565,-0.6029176313643025,0.899430722741123,-0.5857443745606473,-0.41589294742417526,-0.7754272102189176,0.4356472798224156,1.2036416323646189,FALSE,FALSE,1.2035086190712538,-0.9162228536911547,-0.506786263499543,-0.4566037509512404,0.6476155864508283,0.596722829945639,-0.7914419586298631
Lutheran Church in America,TRUE,1.2576228381244494,1.1883107127679635,Ohio,"Private not-for-profit, 4-year or above",City: Small,Baccalaureate Colleges--Arts & Sciences,-0.5411328861176485,-0.49404249223719404,0.9443361010196983,-0.4185383247307256,-0.07628910341870006,0.5362301576078752,0.4364176319703082,0.2893102923016146,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,1.4934773129689205,0.9238872292752194,-0.8371731611512663
Not applicable,FALSE,1.4677051804079195,1.4493493782052993,Ohio,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Arts & Sciences,-0.5266127269920015,-0.4724052810435788,0.4952823182339452,0.41749192441888283,-0.16119006442006886,1.1658256941647358,0.8423435137713423,-0.46196424621046106,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,1.6748528441278159,1.1817800077567893,-0.6542483510656538
Not applicable,TRUE,-0.919119148783429,-0.7521976399564003,Ohio,"Public, 4-year or above",Suburb: Large,Research Universities (high research activity),1.0144318984598897,0.999476346649483,0.4503769399553699,0.7519040240787261,-0.500793908425544,-0.6180283260797024,0.11375859771820471,0.2399274212343815,TRUE,TRUE,-0.2172648037454195,0.6154090582129257,-0.506786263499543,0.33431071328867495,-0.9871225046680577,0.0012838853794838571,-0.6542483510656538
Roman Catholic,TRUE,0.9313574301743347,0.7829083084347787,Ohio,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),-0.04787142209749027,-0.12731243500018677,0.6749038313482465,-0.2513322749008039,-0.16119006442006886,1.2182919888778074,0.5913060643451237,-0.1574265052395886,TRUE,TRUE,-0.6313295199163156,1.3147550498126939,-0.4459729900861313,-0.3249890887208947,1.0278610262421013,-0.27910066849855947,-0.6085171485442507
Not applicable,TRUE,-1.0801003145054004,-1.694572046637638,Ohio,"Public, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),0.6642522944369841,0.9087930029208281,0.6749038313482465,-0.5857443745606473,-0.3309919864228065,-1.037758683784276,0.13366923784836218,0.30336030107326833,TRUE,TRUE,0.06140310513757258,-0.2448888639846221,0.2576095615510752,-0.1862450406419905,-1.0240622257303245,-0.1281153513095776,-0.5170547435014444
American Baptist,FALSE,-0.4909630364193123,-0.9844017490798826,Oklahoma,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate/Associate's Colleges,-0.6486032609600294,-0.6310322242528217,-1.839797352251971,-0.7529504243905689,-1.7743083234460761,-2.6117475251764275,-0.5367220153340361,0.7889826427168967,TRUE,FALSE,-0.7425363971822482,-1.1206598855429244,2.4750349342849205,-0.4566037509512404,-0.5466329463712888,0.6133830445695606,2.135355002739937
Wesleyan,TRUE,0.04307949425739468,-0.3208250392080892,Oklahoma,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Diverse Fields,-0.6072685014052676,-0.5967158829330116,0.13603929200534273,0.08307982475903945,0.2633147405867752,0.22143238932944492,0.7535189029529985,0.4109481010356404,TRUE,FALSE,0.6443249947794712,-0.5825129231022764,-0.08715543224022536,-0.4566037509512404,0.09637118253149982,-1.9822017634066904,-0.19693632585162257
Church of the Nazarene,TRUE,-0.11951532515439121,-0.5228578907316453,Oklahoma,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (larger programs),-0.5125165141181981,-0.5238108847073908,0.22585004856249336,-0.08412622507088223,-0.3309919864228065,-0.30323055780127217,0.6715676251146451,0.0964941863463953,TRUE,FALSE,-0.3444735858908134,1.0281761771176843,-0.4820237345214022,-0.4566037509512404,0.06665646785227652,1.000415389059829,-0.15120512333021946
Not applicable,TRUE,-1.4647646178964213,-1.4840415940811913,Oklahoma,"Public, 4-year or above",City: Small,Master's Colleges and Universities (smaller programs),-0.12577154587377226,-0.02560376072701452,-0.4477306256161363,-0.08412622507088223,0.2633147405867752,-1.7198205150542083,-0.26267694224258237,-1.2688221708509662,TRUE,FALSE,-0.3732749282281264,-0.3025285584510254,1.0410845341375103,-0.4566037509512404,-1.2757582937924323,-0.768086297337137,0.5347629144908274
Not applicable,TRUE,-1.314464302787984,-1.2329327096261098,Oklahoma,"Public, 4-year or above",Suburb: Large,Master's Colleges and Universities (larger programs),1.074208319969853,1.333268228884745,-0.04358222110895852,0.5846979742488045,0.008611857582668745,-0.880359799645061,-0.9396657591681102,-0.9981333626414025,TRUE,FALSE,0.34011540410034574,0.0006606040202507052,-0.3062613844440059,-0.4566037509512404,-1.2553481867400365,-0.5591403554144412,-0.10547392080881632
Not applicable,TRUE,-1.639500260307764,-1.7047882636097649,Oklahoma,"Public, 4-year or above",Town: Remote,Master's Colleges and Universities (larger programs),-0.2647199299155487,-0.24624818824916733,0.0013231571696167906,0.08307982475903945,0.34821570158814397,-0.9852923890712044,-0.42657949791928934,-1.2446776289552657,TRUE,FALSE,0.003641627850910331,0.5693565445655685,-0.4635789182151037,-0.4566037509512404,-1.2622087269257158,-0.27911303496475254,-0.059742718287413205
Not applicable,TRUE,-1.3780883625578133,-1.5688266470835153,Oklahoma,"Public, 4-year or above",Rural: Distant,Master's Colleges and Universities (smaller programs),-0.4824163302372945,-0.47805576294764396,-2.0643242436448475,-0.5857443745606473,0.2633147405867752,-1.1426912732104195,-0.01731978313866451,0.7799798294039829,TRUE,TRUE,-0.19982951673290025,0.41316447642516524,-0.2096359157618525,0.0836047591537361,-1.3344587907561505,0.1435295823066025,2.272548610304146
Not applicable,TRUE,-1.5446020552162916,-1.6233449638226223,Oklahoma,"Public, 4-year or above",Town: Remote,Master's Colleges and Universities (larger programs),0.1550928459726866,0.2582985007943064,-0.3130144907804104,-0.4185383247307256,0.2633147405867752,-1.1951575679234911,0.05509331876327728,-0.994644355446435,TRUE,TRUE,0.4244665388671045,-0.12806482371364022,-0.37750344787552087,-0.20920222423290524,-1.2739359628056113,-0.6158796507544021,0.5347629144908274
Not applicable,TRUE,-1.5273897491916035,-1.6876975828806926,Oklahoma,"Public, 4-year or above",Town: Remote,Master's Colleges and Universities (smaller programs),-0.5063692934664642,-0.477780129684031,0.3605661833982193,-0.08412622507088223,-0.07628910341870006,-1.1426912732104195,0.3601527693289022,-1.378047479426755,TRUE,FALSE,0.7632849875072142,-0.35694234004332226,-0.506786263499543,-0.4566037509512404,-1.239633261877215,-0.44786961171910805,-0.3341299334158319
Churches of Christ,TRUE,-0.3514972532282011,-0.811107975206889,Oklahoma,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (medium programs),-0.4942868252889185,-0.4936290423417747,1.3035791272483008,-0.7529504243905689,-0.9252987134323881,-0.19829796837512872,0.28541320394032405,-0.5217210601925701,FALSE,FALSE,-0.32186108484996834,1.0216775458874643,-0.506786263499543,-0.4566037509512404,-0.1017269153299888,0.5686524705864705,-1.111560376279685
Not applicable,FALSE,-1.4224254187017644,-2.1417941054922394,Oklahoma,"Public, 4-year or above",Rural: Distant,Baccalaureate Colleges--Diverse Fields,-0.6051487701460491,-0.5745274052121705,0.22585004856249336,-0.5857443745606473,-0.41589294742417526,-1.1951575679234911,-0.1683088041256912,-0.5439633048480034,TRUE,FALSE,0.20234880915462217,-1.1206598855429244,1.1378119231355046,-0.4566037509512404,-1.1690768939051197,-0.09793827040660068,-0.059742718287413205
Not applicable,TRUE,-0.9649161773134028,-0.37171516674214183,Oklahoma,"Public, 4-year or above",Town: Distant,Research Universities (high research activity),2.0125073618629474,2.0832663391755357,0.4054715616767946,0.41749192441888283,-0.8403977524310193,0.3788312734686601,-0.12203797511353677,-1.2512051855968067,TRUE,TRUE,0.06967939873372048,0.09015857706956645,-0.4245573407412268,0.585676933372501,-1.0609590684164307,-0.04997330590547496,-0.6085171485442507
Baptist,TRUE,-0.07679192270025466,-0.46977175394190185,Oklahoma,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Diverse Fields,-0.528626471688259,-0.48577349432880607,0.4054715616767946,-0.08412622507088223,0.09351281858403755,0.11649979990330152,0.593713911168209,-0.3404070479567604,TRUE,FALSE,0.9129341380028262,-0.5470635597034084,-0.506786263499543,-0.4566037509512404,0.05885260339106637,0.8355684357403754,-0.3341299334158319
United Methodist,TRUE,0.7650742594715442,0.576292481073259,Oklahoma,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),-0.41394901056453515,-0.4933534090781617,-0.04358222110895852,2.0895524227181,0.008611857582668745,0.43129756818173176,1.5307724681861512,-0.151565701202234,FALSE,TRUE,-0.43208838549087103,0.2677434729441839,-0.506786263499543,2.1296997359106906,0.6845338683250148,0.2001204359269141,-0.4713235409800413
Not applicable,TRUE,-0.8420479749318123,-0.25685433480318254,Oklahoma,"Public, 4-year or above",Suburb: Midsize,Research Universities (very high research activity),2.1417049821123184,2.1280567445126373,0.0013231571696167906,0.41749192441888283,-0.7554967914296504,0.6936290417470903,-1.166784588072157,-1.4767025968500482,TRUE,TRUE,-0.15805741800407236,0.4532032429287536,-0.506786263499543,0.5859653814278092,-0.9528841213039022,-0.1053588914196251,-0.059742718287413205
Other Protestant,TRUE,0.19599239153029352,-0.13082249925918724,Oklahoma,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (smaller programs),-0.38904216826871707,-0.36656210781621257,-0.40282524733756103,0.41749192441888283,-0.16119006442006886,0.0115672104771581,0.7619783896976031,-0.010969423703977518,TRUE,TRUE,0.31535197117247754,0.1463156239012792,-0.506786263499543,-0.2661922918638549,0.14229392339939037,0.3650965701964111,0.3061069018838118
Not applicable,FALSE,-1.2254828278924983,-1.2617672659399632,Oklahoma,"Public, 4-year or above",Town: Fringe,Baccalaureate/Associate's Colleges,-0.2768023980930945,-0.14757147987573735,0.0013231571696167906,-0.5857443745606473,0.43311666258951276,-1.8247531044803518,-0.4702868460997446,-1.2853714600291162,TRUE,FALSE,-0.5725390254162421,-1.1206598855429244,2.2344507915384,-0.4566037509512404,-1.2557126529374008,-1.1002951468795334,0.16891329431960242
Roman Catholic,TRUE,-0.07763716987110988,-0.4708220192381018,Oklahoma,"Private not-for-profit, 4-year or above",Rural: Fringe,Baccalaureate Colleges--Diverse Fields,-0.6783854851520502,-0.6767873460125686,-0.4926360038947116,-0.7529504243905689,-0.16119006442006886,-1.5624216309149932,-0.013545057613988736,0.1598448653203526,TRUE,FALSE,0.05377148859260459,-0.5892397601327846,0.7561027143856418,-0.4566037509512404,0.006948329048786721,-1.2301940304940995,0.6719565220550368
Not applicable,FALSE,-1.6361961122762392,-1.7932969844804343,Oklahoma,"Public, 4-year or above",Town: Distant,Baccalaureate Colleges--Arts & Sciences,-0.653584629419193,-0.6375096059477257,0.3605661833982193,0.2502858745889611,0.5180176235908815,-0.7229609155058458,0.43966294527419814,-0.9969208707793215,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,-1.3202874874351067,0.5851126659355015,-0.4255923384586382
Not applicable,TRUE,-1.4872020882500327,-1.4465184794078654,Oklahoma,"Public, 4-year or above",Town: Distant,Master's Colleges and Universities (medium programs),-0.3453757043288148,-0.2819426958870422,-0.17829835594468446,-0.2513322749008039,-0.3309919864228065,-1.1426912732104195,0.2831016709901621,-0.8600717892735293,FALSE,FALSE,0.5607473117544319,-0.09962908558306983,-0.506786263499543,-0.4566037509512404,-1.25046005185774,-0.27619046826801563,0.2603756993624087
Pentecostal Holiness Church,TRUE,-0.6092976403390431,-1.1314388905478772,Oklahoma,"Private not-for-profit, 4-year or above",Suburb: Large,Baccalaureate Colleges--Diverse Fields,-0.6611096753894189,-0.6532207019736628,-0.8967844084018894,0.41749192441888283,-0.3309919864228065,0.0115672104771581,0.3601527693289022,0.6091484572424369,TRUE,FALSE,0.33090112739982586,-0.09584970019455688,-0.18571279454568249,-0.4566037509512404,-0.5780413569088516,-0.3756179659684119,0.8091501296192462
Not applicable,TRUE,-1.2898752941812868,-1.369849112785268,Oklahoma,"Public, 4-year or above",Town: Remote,Master's Colleges and Universities (medium programs),-0.2270947000644193,-0.1904324523675484,0.4503769399553699,-0.2513322749008039,0.008611857582668745,-1.1951575679234911,0.20605057265142196,0.43711950432759233,TRUE,TRUE,-0.3047375875464924,0.02119247025440234,0.1486699891541243,0.6726311136236536,-1.2539117611386599,0.05139696779928185,-0.3341299334158319
Presbyterian Church (USA),TRUE,1.2782929734844544,1.213994473193217,Oklahoma,"Private not-for-profit, 4-year or above",City: Large,Doctoral/Research Universities,-0.2636600642859394,-0.2915898601134948,-0.26810911250183506,3.427200821357473,-1.2649025574378634,0.8510279258863055,1.6556385693975906,-1.3256193313103766,TRUE,TRUE,-0.2572838175766532,0.18704061138598202,-0.506786263499543,1.7206894268830824,1.0710824294118806,0.6729900678687109,-0.6542483510656538
